PLAYER,FNAME,LNAME,PNAME,POS1,POS2,HEIGHT,WEIGHT,YOB,FORTY,BENCH,VERTICAL,BROAD,SHUTTLE,CONE,DPOS,COL,DV,START,CTEAM
DL-2000,Daniel,Loper,D.Loper,OL,,78,320,1982,5.3,14,32,101,4.69,7.76,150,Texas Tech,Big 12,2006,
DL-2100,DeMarcus,Love,D.Love,OL,,76,315,1988,5.18,27,26.5,97,4.84,7.84,168,Arkansas,Southeastern (SEC),2011,MIN
DL-2200,David,Loverne,D.Loverne,OL,,75,303,1976,5.19,23,25,96,4.43,7.49,90,San Jose State,Western Athletic,2000,
DL-2300,Dwight,Lowery,D.Lowery,DB,,71,198,1986,4.54,16,33.5,116,4.38,7.31,113,San Jose State,Western Athletic,2008,JAC
DL-2400,Deuce,Lutui,D.Lutui,OL,,75,340,1983,5.45,26,32,101,4.8,8.05,41,USC,Pacific 10,2006,
DL-2500,Dustin,Lyman,D.Lyman,TE,,76,245,1976,4.7,22,35,118,4.06,6.86,87,Wake Forest,Atlantic Coast (ACC),2000,
DM-0100,David,Macklin,D.Macklin,DB,,70,200,1978,4.54,,37.5,120,4.09,6.9,91,Penn State,Big Ten,2000,
DM-0200,Danieal,Manning,D.Manning,DB,,71,202,1982,4.48,17,39,123,4.08,7.24,42,Abilene Christian,,2006,HOU
DM-0300,David,Martin,D.Martin,TE,,76,260,1979,4.76,,37,127,,,198,Tennessee,Southeastern (SEC),2001,
DM-0400,Derrick,Martin,D.Martin,DB,,70,180,1985,4.5,17,40,127,3.97,6.73,208,Wyoming,Mountain West (MWC),2006,CHI
DM-0450,Doug,Martin,D.Martin,RB,,69,223,1989,4.46,28,36,120,4.16,6.79,31,Boise State,Mountain West (MWC),2012,TB
DM-0500,Derrick,Mason,D.Mason,WR,,70,190,1974,,,,,,,98,Michigan State,Big Ten,1997,
DM-0600,Derrick,Mayes,D.Mayes,WR,,72,205,1974,,,,,,,56,Notre Dame,FBS Independents,1996,
DM-0700,Deuce,McAllister,D.McAllister,RB,,73,232,1978,4.41,20,37.5,,,,23,Mississippi,Southeastern (SEC),2001,
DM-0800,Darcel,McBath,D.McBath,DB,,73,198,1985,4.58,14,38,119,4.16,6.8,48,Texas Tech,Big 12,2009,
DM-0900,Darnerien,McCants,D.McCants,WR,,75,214,1978,4.57,,32,,,,154,Delaware State,Mid-Eastern Athletic (MEAC),2002,
DM-1000,Dexter,McCleon,D.McCleon,DB,,70,195,1973,,,,,,,40,Clemson,Atlantic Coast (ACC),1997,
DM-1100,Darrell,McClover,D.McClover,LB,,74,219,1981,4.5,,,,,,213,Miami (FL),Big East,2004,
DM-1200,Dexter,McCluster,D.McCluster,RB,WR,69,170,1988,4.53,20,37.5,118,4.06,6.73,36,Mississippi,Southeastern (SEC),2010,KC
DM-1300,Devin,McCourty,D.McCourty,DB,,71,193,1987,4.38,16,36,126,4.07,6.7,27,Rutgers,Big East,2010,NE
DM-1400,Danny,McCray,D.McCray,DB,,73,222,1988,4.48,23,34,117,4.36,6.7,0,LSU,Southeastern (SEC),2010,DAL
DM-1450,Demetrius,McCray,D.McCray,DB,,73,187,1991,4.46,6,40.5,132,4.21,6.76,210,Appalachian State,Southern,2013,JAC
DM-1500,Daylon,McCutcheon,D.McCutcheon,DB,,70,190,1976,4.48,13,36,118,4.35,7.21,62,SMU,Western Athletic,1999,
DM-1600,Darren,McFadden,D.McFadden,RB,,73,210,1987,4.33,13,35.5,128,4.1,6.86,4,Arkansas,Southeastern (SEC),2008,OAK
DM-1700,Dylan,McFarland,D.McFarland,OL,,77,290,1980,5.26,31,27.5,98,,,207,Montana,Big Sky,2004,
DM-1800,Dusty,McGrorty,D.McGrorty,RB,,70,218,1981,4.67,25,31,116,4.3,,0,Southern Oregon,,2004,
DM-1900,Damion,McIntosh,D.McIntosh,OL,,76,325,1977,5.31,23,26,97,4.71,7.72,83,Kansas State,Big 12,2000,
DM-2000,Dennis,McKinley,D.McKinley,RB,,74,250,1976,4.8,,,,,,206,Mississippi State,Southeastern (SEC),1999,
DM-2100,David,McMillan,D.McMillan,LB,,75,262,1981,4.58,16,34,120,4.08,7.11,139,Kansas,Big 12,2005,
DM-2200,Donovan,McNabb,D.McNabb,QB,,74,240,1976,4.64,,33,117,4.38,7.3,2,Syracuse,Big East,1999,
DM-2250,DeQuan,Menzie,D.Menzie,DB,,71,198,1990,4.65,,33,116,4.44,6.93,146,Alabama,Southeastern (SEC),2012,
DM-2300,Darren,Mickell,D.Mickell,DL,,76,285,1970,,,,,,,2,Florida,Southeastern (SEC),1992,
DM-2350,Dee,Milliner,D.Milliner,DB,LB,72,201,1991,4.35,,36,122,4.32,6.95,9,Alabama,Southeastern (SEC),2013,NYJ
DM-2400,David,Mims,D.Mims,OL,,80,335,1988,5.35,29,26,102,4.8,8.1,0,Virginia Union,,2011,
DM-2500,Dwayne,Missouri,D.Missouri,DL,,77,260,1978,5.03,21,38,116,4.4,7.5,231,Northwestern,Big Ten,2001,
DM-2600,Donald,Mitchell,D.Mitchell,DB,,70,182,1976,4.47,24,37,121,4.08,6.87,117,SMU,Western Athletic,1999,
DM-2700,Dontay,Moch,D.Moch,LB,,73,248,1988,4.4,21,42,128,4.38,7.09,66,Nevada,Western Athletic,2011,ARI
DM-2750,David,Molk,D.Molk,OL,,73,300,1988,5.18,41,,,,,226,Michigan,Big Ten,2012,
DM-2800,D.J.,Moore,D.Moore,DB,,69,183,1987,4.56,17,39.5,118,4.28,7.01,119,Vanderbilt,Southeastern (SEC),2009,CAR
DM-2900,Damon,Moore,D.Moore,DB,,71,215,1976,4.6,21,35,118,4.22,7.18,128,Ohio State,Big Ten,1999,
DM-2950,Damontre,Moore,D.Moore,DL,,76,250,1992,4.84,19,35.5,122,4.33,7.08,81,Texas A&M,Southeastern (SEC),2013,NYG
DM-2970,Dan,Moore,D.Moore,RB,,71,235,1990,4.75,31,33.5,107,4.38,7.39,0,Montana,Big Sky,2013,IND
DM-3000,Dave,Moore,D.Moore,TE,,74,250,1969,,,,,,,191,Pittsburgh,Big East,1992,
DM-3100,Denarius,Moore,D.Moore,WR,,72,194,1988,4.43,13,36,118,4.15,6.78,148,Tennessee,Southeastern (SEC),2011,OAK
DM-3200,Devin,Moore,D.Moore,RB,,70,191,1985,4.36,28,35,129,4.08,6.92,0,Wyoming,Mountain West (MWC),2010,
DM-3300,Dre,Moore,D.Moore,DL,,76,305,1985,4.84,31,28,105,4.55,7.73,115,Maryland,Atlantic Coast (ACC),2009,
DM-3400,DaJuan,Morgan,D.Morgan,DB,,73,200,1985,4.5,21,33,119,4.41,7.12,82,North Carolina State,Atlantic Coast (ACC),2008,
DM-3500,Dan,Morgan,D.Morgan,LB,,74,245,1978,4.54,,,,,,11,Miami (FL),Big East,2001,
DM-3600,Derrick,Morgan,D.Morgan,DL,,75,278,1989,4.77,21,36,118,4.21,7.12,16,Georgia Tech,Atlantic Coast (ACC),2010,TEN
DM-3700,Don,Morgan,D.Morgan,DB,,71,202,1975,,,,,,,0,Nevada-Reno,,1999,
DM-3800,Donovan,Morgan,D.Morgan,WR,,74,187,1982,,,,,,,0,Louisiana-Lafayette,Sun Belt,2005,
DM-3900,Dwayne,Morgan,D.Morgan,OL,,76,300,1970,,,,,,,0,Clemson,Atlantic Coast (ACC),2003,
DM-4000,Darius,Morris,D.Morris,OL,,76,315,1988,5.32,28,27.5,96,4.89,7.87,0,Temple,Mid-American (MAC),2011,
DM-4015,Darryl,Morris,D.Morris,DB,,70,188,1990,4.35,14,36.5,124,4.22,6.82,0,Texas State,Western Athletic,2013,SF
DM-4030,Dezman,Moses,D.Moses,LB,,74,249,1989,4.93,21,36.5,117,4.52,7.03,0,Tulane,Conference USA (C-USA),2012,KC
DM-4060,Dale,Moss,D.Moss,WR,,75,213,1988,4.52,11,41.5,130,4.13,6.35,0,South Dakota State,Missouri Valley,2012,
DM-4080,Derek,Moye,D.Moye,WR,,76,209,1988,4.46,10,33.5,115,4.23,6.96,0,Penn State,Big Ten,2012,PIT
DM-4100,Don,Muhlbach,D.Muhlbach,OL,,76,265,1981,5.28,,,,,,0,Texas A&M,Big 12,2004,DET
DM-4200,Daniel,Muir,D.Muir,DL,,74,298,1983,4.9,37,29.5,115,4.59,7.39,0,Kent State,Mid-American (MAC),2007,OAK
DM-4300,DeMarco,Murray,D.Murray,RB,,72,215,1988,4.37,21,34.5,130,4.18,7.28,71,Oklahoma,Big 12,2011,DAL
DM-4400,DeShone,Myles,D.Myles,LB,,74,235,1974,,,,,,,108,Nevada,Big West,1998,
DN-0100,Dimitri,Nance,D.Nance,RB,,69,224,1988,4.62,19,33,114,4.36,6.87,0,Arizona State,Pacific 10,2010,
DN-0200,Damien,Nash,D.Nash,RB,,70,215,1982,4.55,18,30,112,4.16,6.73,142,Missouri,Big 12,2005,
DN-0400,Dallas,Neil,D.Neil,TE,,73,215,1976,,,,,,,0,Montana,Big Sky,2000,
DN-0300,Dan,Neil,D.Neil,OL,,74,285,1973,,,,,,,67,Texas,Big 12,1997,
DN-0500,David,Nelson,D.Nelson,WR,TE,77,214,1986,4.54,16,38,112,4.13,6.79,0,Florida,Southeastern (SEC),2010,NYJ
DN-0600,Drake,Nevis,D.Nevis,DL,,73,294,1989,5.06,31,30.5,112,4.65,7.71,87,LSU,Southeastern (SEC),2011,JAC
DN-0700,Derek,Newton,D.Newton,OL,,77,311,1987,5,24,25.5,100,5,7.76,214,Arkansas State,Sun Belt,2011,HOU
DN-0800,Dat,Nguyen,D.Nguyen,LB,,71,238,1975,4.74,19,,,,,85,Texas A&M,Big 12,1999,
DN-0900,Donte,Nicholson,D.Nicholson,DB,,73,216,1981,4.55,18,34,123,4.25,7.23,141,Oklahoma,Big 12,2005,
DN-1000,Donnie,Nickey,D.Nickey,DB,,75,215,1980,4.65,17,33.5,119,4.16,7.08,154,Ohio State,Big Ten,2003,
DN-1100,Doug,Nienhuis,D.Nienhuis,OL,,78,307,1982,5.15,22,29.5,99,4.52,7.53,254,Oregon State,Pacific 10,2005,
DN-1200,David,Nixon,D.Nixon,LB,,75,225,1985,4.64,24,,,,,0,Brigham Young,Mountain West (MWC),2009,
DN-1250,Danny,Noble,D.Noble,TE,,77,248,1989,4.73,17,32,112,4.29,7,0,Toledo,Mid-American (MAC),2012,JAC
DN-1300,Dennis,Norman,D.Norman,OL,,77,312,1980,5.16,25,35,107,4.72,8.08,222,Princeton,Ivy League,2003,
DN-1400,Dennis,Northcutt,D.Northcutt,WR,,71,175,1977,4.43,,37.5,123,4.04,6.96,32,Arizona,Pacific 10,2000,
DN-1450,Drew,Nowak,D.Nowak,OL,,75,292,1990,5.26,17,25,95,4.4,7.25,0,Western Michigan,Mid-American (MAC),2012,JAC
DN-1500,David,Nugent,D.Nugent,DL,,76,300,1977,5.12,,,,,,201,Purdue,Big Ten,2000,
DO-0100,Dan,O'Leary,D.O'Leary,TE,,75,248,1977,5.02,16,32,113,4.31,7.4,195,Notre Dame,FBS Independents,2001,
DO-0200,Deltha,O'Neal,D.O'Neal,DB,WR,71,194,1977,4.6,,,,,,15,California,Pacific 10,2000,
DO-0300,Dan,Orlovsky,D.Orlovsky,QB,,77,230,1983,4.93,,29.5,107,4.43,7.33,145,Connecticut,Big East,2005,TB
DO-0400,Dennis,O'Sullivan,D.O'Sullivan,OL,,75,300,1976,,,,,,,0,Tulane,Conference USA (C-USA),2002,
DP-0100,Derek,Pagel,D.Pagel,DB,,73,206,1979,4.57,25,35.5,115,4.08,6.87,140,Iowa,Big Ten,2003,
DP-0200,David,Palmer,D.Palmer,RB,,68,173,1972,,,,,,,40,Alabama,Southeastern (SEC),1994,
DP-0300,De'Mond,Parker,D.Parker,RB,,70,185,1976,4.49,13,41.5,120,4.16,7.28,159,Oklahoma,Big 12,1999,
DP-0400,DeWayne,Patmon,D.Patmon,DB,,72,202,1979,,,,,,,0,Michigan,Big Ten,2001,
DP-0500,David,Patten,D.Patten,WR,,70,190,1974,,,,,,,0,Western Carolina,Southern,1997,
DP-0600,Dimitri,Patterson,D.Patterson,DB,,70,200,1983,4.6,,,,,,0,South East Missouri State,,2005,MIA
DP-0650,David,Paulson,D.Paulson,TE,,75,241,1989,4.79,21,32,110,4.4,7.18,240,Oregon,Pacific 12,2012,PIT
DP-0700,Dave,Pearson,D.Pearson,OL,,75,297,1981,5.3,,,,,,0,Michigan,Big Ten,2006,
DP-0800,Doug,Pederson,D.Pederson,QB,,75,220,1968,,,,,,,0,Louisiana-Monroe,Southland,1993,
DP-0900,Domata,Peko,D.Peko,DL,,75,318,1984,5.27,25,28.5,103,4.54,7.7,123,Michigan State,Big Ten,2006,CIN
DP-1000,David,Pender,D.Pender,DB,,72,174,1987,4.37,12,39,124,4.28,7.08,0,Purdue,Big Ten,2010,
DP-1100,Donald,Penn,D.Penn,OL,,76,305,1983,5.05,22,,,,,0,Utah State,Western Athletic,2007,TB
DP-1200,Darren,Perry,D.Perry,DB,,71,196,1968,,,,,,,203,Penn State,FBS Independents,1992,
DP-1300,Dennis,Pitta,D.Pitta,TE,,76,245,1985,4.68,27,34,113,4.17,6.72,114,Brigham Young,Mountain West (MWC),2010,BAL
DP-1400,David,Pittman,D.Pittman,DB,,72,162,1983,4.44,14,36,128,4.12,6.96,87,Northwestern State,Southland,2007,
DP-1450,Dontari,Poe,D.Poe,DL,,75,346,1990,4.89,44,29.5,105,4.56,7.9,11,Memphis,Conference USA (C-USA),2012,KC
DP-1500,DaShon,Polk,D.Polk,LB,,74,242,1977,4.75,18,32,111,4.45,7.43,251,Arizona,Pacific 10,2000,
DP-1600,David,Pollack,D.Pollack,LB,,74,261,1982,4.75,25,37,120,3.94,6.87,17,Georgia,Southeastern (SEC),2005,
DP-1700,Daniel,Pope,D.Pope,K,,70,203,1975,,,,,,,0,Alabama,Southeastern (SEC),1999,
DP-1800,Derrick,Pope,D.Pope,LB,,72,232,1982,4.71,24,34,109,,7.14,222,Alabama,Southeastern (SEC),2004,
DP-1900,Daryl,Porter,D.Porter,DB,,69,188,1974,,,,,,,186,Boston College,Big East,1997,
DP-1950,DeVier,Posey,D.Posey,WR,,74,210,1990,4.39,14,36.5,123,4.15,7.03,68,Ohio State,Big Ten,2012,HOU
DP-2000,Darryl,Pounds,D.Pounds,DB,,70,185,1972,,,,,,,68,Nicholls State,Southland,1995,
DP-2050,DeAndre,Presley,D.Presley,DB,,70,185,1990,4.53,8,32,114,4.28,7.19,0,Appalachian State,Southern,2012,MIA
DP-2100,DeMario,Pressley,D.Pressley,DL,,75,301,1985,5.09,28,28,106,4.72,7.15,144,North Carolina State,Atlantic Coast (ACC),2009,
DP-2200,Duke,Preston,D.Preston,OL,,77,311,1982,5.44,21,32,96,4.53,7.58,122,Illinois,Big Ten,2005,
DP-2300,David,Pugh,D.Pugh,DL,,74,270,1979,4.79,,,,,,182,Virginia Tech,Big East,2002,
DQ-0100,David,Quessenberry,D.Quessenberry,OL,,77,302,1990,5.06,25,29.5,112,4.45,7.49,176,San Jose State,Western Athletic,2013,HOU
DR-0100,Derek,Rackley,D.Rackley,TE,,76,250,1977,,,,,,,0,Minnesota,Big Ten,2000,
DR-0200,Dave,Ragone,D.Ragone,QB,,75,245,1979,4.99,,30.5,101,4.36,7.42,88,Louisville,Conference USA (C-USA),2003,
DR-0300,Dominic,Raiola,D.Raiola,OL,,74,295,1978,5.13,29,33,108,4.35,7.55,50,Nebraska,Big 12,2001,DET
DR-0400,Donovan,Raiola,D.Raiola,OL,,74,293,1982,5.55,20,25,90,5.02,8.18,0,Wisconsin,Big Ten,2010,
DR-0500,Derrick,Ransom,D.Ransom,DL,,75,306,1976,,,,,,,181,Cincinnati,Conference USA (C-USA),1998,
DR-0600,Dave,Rayner,D.Rayner,K,,74,209,1982,5,,,,,,202,Michigan State,Big Ten,2005,
DR-0700,D'Aundre,Reed,D.Reed,DL,,76,260,1988,4.84,30,35.5,119,4.32,7.24,215,Arizona,Pacific 10,2011,
DR-0800,David,Reed,D.Reed,WR,,72,190,1987,4.56,15,37,114,4.38,6.95,156,Utah,Mountain West (MWC),2010,IND
DR-0900,Darrell,Reid,D.Reid,DL,LB,74,288,1982,4.92,,,,,,0,Minnesota,Big Ten,2005,
DR-1000,Dexter,Reid,D.Reid,DB,,71,200,1981,4.56,,,,,,113,North Carolina,Atlantic Coast (ACC),2004,
DR-1100,Darrelle,Revis,D.Revis,DB,,71,198,1985,4.38,16,38,125,4.08,6.56,14,Pittsburgh,Big East,2007,TB
DR-1200,Darius,Reynaud,D.Reynaud,WR,RB,69,201,1984,4.48,20,34.5,130,4.32,6.88,0,West Virginia,Big East,2008,NYJ
DR-1250,Dallas,Reynolds,D.Reynolds,OL,,76,314,1984,5.28,20,30,98,5.03,7.59,0,Brigham Young,FBS Independents,2011,
DR-1300,Dominic,Rhodes,D.Rhodes,RB,,69,203,1979,4.52,14,32,,,,0,Midwestern State,,2001,
DR-1400,Damien,Richardson,D.Richardson,DB,,73,210,1976,,,,,,,165,Arizona State,Pacific 10,1998,
DR-1450,Daryl,Richardson,D.Richardson,RB,,70,192,1990,4.47,16,40.5,135,4.36,7.07,252,Abilene Christian,,2012,STL
DR-1500,David,Richardson,D.Richardson,DB,,72,202,1981,,,,,,,0,Cal Poly,Great West,2004,
DR-1600,David,Richie,D.Richie,DL,,76,280,1973,,,,,,,0,Washington,Pacific 10,1997,
DR-1700,Dante,Ridgeway,D.Ridgeway,WR,,71,206,1984,4.57,15,36,118,4.26,7.27,192,Ball State,Mid-American (MAC),2005,
DR-1800,David,Roach,D.Roach,DB,,74,215,1985,4.53,16,38,123,4.15,6.88,0,Texas Christian,Mountain West (MWC),2009,
DR-1900,Derrick,Roberson,D.Roberson,DB,,70,185,1985,4.4,18,42.5,133,4.14,6.87,0,Rutgers,Big East,2009,
DR-2000,Dewayne,Robertson,D.Robertson,DL,,73,317,1981,5.15,,,,,,4,Kentucky,Southeastern (SEC),2003,
DR-2100,Damien,Robinson,D.Robinson,DB,,74,223,1973,,,,,,,119,Iowa,Big Ten,1998,
DR-2200,DelJuan,Robinson,D.Robinson,DL,,75,303,1984,5.1,23,27,113,4.74,7.54,0,Mississippi State,Southeastern (SEC),2008,
DR-2250,Denard,Robinson,D.Robinson,RB,WR,70,199,1990,4.34,,36.5,123,4.22,7.09,135,Michigan,Big Ten,2013,JAC
DR-2300,Derreck,Robinson,D.Robinson,DL,,76,289,1982,5,27,34.5,114,4.53,7.97,0,Iowa,Big Ten,2005,
DR-2600,Dunta,Robinson,D.Robinson,DB,K,71,182,1982,4.34,15,36,120,3.75,6.97,10,South Carolina,Southeastern (SEC),2004,KC
DR-2700,Derrick,Rodgers,D.Rodgers,LB,,72,230,1971,,,,,,,92,Arizona State,Pacific 10,1997,
DR-2800,Dominique,Rodgers-Cromartie,D.Rodgers-Cromartie,DB,,73,182,1986,4.29,17,38.5,131,4.17,6.74,16,Tennessee State,Ohio Valley,2008,DEN
DR-2850,Da'Rick,Rogers,D.Rogers,WR,,74,217,1991,4.42,10,39.5,132,4.06,6.71,0,Tennessee Tech,Ohio Valley,2013,IND
DR-2900,Dennis,Roland,D.Roland,OL,TE,82,325,1983,5.28,21,29.5,115,4.84,7.75,0,Georgia,Southeastern (SEC),2008,
DR-3000,Dario,Romero,D.Romero,DL,,75,305,1978,,,,,,,0,Eastern Washington,Big Sky,2003,
DR-3100,Dedrick,Roper,D.Roper,LB,,74,245,1981,,,,,,,0,North Michigan,,2005,
DR-3200,Dante,Rosario,D.Rosario,TE,RB,75,250,1984,4.78,20,36,115,4.47,6.96,155,Oregon,Pacific 10,2007,CHI
DR-3300,Derek,Ross,D.Ross,DB,,70,197,1980,4.59,,,,,,75,Ohio State,Big Ten,2002,
DR-3400,Derrick,Ross,D.Ross,RB,,70,226,1983,4.56,20,35,112,4.37,7.01,0,Tarleton State,,2006,
DR-3500,Dwayne,Rudd,D.Rudd,LB,,74,235,1976,,,,,,,20,Alabama,Southeastern (SEC),1997,
DR-3600,Darrell,Russell,D.Russell,DL,,77,325,1976,,,,,,,2,USC,Pacific 10,1997,
DR-3700,DeMeco,Ryans,D.Ryans,LB,,73,250,1984,4.65,23,39,129,4.18,7.19,33,Alabama,Southeastern (SEC),2006,PHI
DS-0100,DeMarco,Sampson,D.Sampson,WR,,74,204,1985,4.41,14,35.5,120,4.26,6.93,249,San Diego State,Mountain West (MWC),2011,
DS-0200,Davis,Sanchez,D.Sanchez,DB,,70,190,1974,,,,,,,0,Oregon,Pacific 10,2001,
DS-0300,Darnell,Sanders,D.Sanders,TE,,78,270,1979,4.93,,,,,,122,Ohio State,Big Ten,2002,
DS-0400,Deion,Sanders,D.Sanders,DB,WR,73,195,1967,,,,,,,5,Florida State,FCS Independents,1989,
DS-0500,Dan,Santucci,D.Santucci,OL,,75,299,1983,5.13,23,29,102,4.74,7.47,230,Notre Dame,FBS Independents,2007,
DS-0600,Dane,Sanzenbacher,D.Sanzenbacher,WR,,71,180,1988,4.56,,33.5,118,3.97,6.46,0,Ohio State,Big Ten,2011,CIN
DS-0700,Dantrell,Savage,D.Savage,RB,,68,187,1985,4.53,13,32.5,117,4.32,,0,Oklahoma State,Big 12,2008,
DS-0750,Damik,Scafe,D.Scafe,DL,,74,300,1988,5.14,21,21,107,4.37,7.38,0,Boston College,Atlantic Coast (ACC),2012,SD
DS-0800,Derek,Schouman,D.Schouman,TE,,74,247,1985,4.74,27,37.5,122,4.27,7,222,Boise State,Western Athletic,2007,
DS-0900,Da'Rel,Scott,D.Scott,RB,,71,210,1988,4.4,19,34,117,4.2,7.15,221,Maryland,Atlantic Coast (ACC),2011,NYG
DS-1000,Darell,Scott,D.Scott,DL,,75,315,1986,4.92,29,30.5,107,4.84,8.28,103,Clemson,Atlantic Coast (ACC),2009,
DS-1100,Darnay,Scott,D.Scott,WR,,73,200,1972,,,,,,,30,San Diego State,Western Athletic,1994,
DS-1200,Darrion,Scott,D.Scott,DL,,75,289,1981,4.81,,36.5,118,4.32,,88,Ohio State,Big Ten,2004,
DS-1300,DeQuincy,Scott,D.Scott,DL,,73,260,1978,4.93,,,,,,0,Southern Mississippi,Conference USA (C-USA),2002,
DS-1400,Da'Norris,Searcy,D.Searcy,DB,,71,223,1988,4.55,27,33,120,4.09,6.87,100,North Carolina,Atlantic Coast (ACC),2011,BUF
DS-1500,Daniel,Sepulveda,D.Sepulveda,K,,75,229,1984,4.62,,,,,,112,Baylor,Big 12,2007,
DS-1600,Darren,Sharper,D.Sharper,DB,,74,210,1975,,,,,,,60,William & Mary,Yankee,1997,
DS-1700,Darryl,Sharpton,D.Sharpton,LB,,71,236,1988,4.81,26,31,121,4.24,7.07,102,Miami (FL),Atlantic Coast (ACC),2010,HOU
DS-1730,DeShawn,Shead,D.Shead,DB,,73,220,1988,4.56,24,38,121,4.23,6.76,0,Portland State,Big Sky,2012,SEA
DS-1760,Derrick,Shelby,D.Shelby,DL,,75,270,1989,4.87,26,35.5,116,4.5,7.09,0,Utah,Pacific 12,2012,MIA
DS-1800,Daimon,Shelton,D.Shelton,RB,,72,262,1972,,,,,,,184,Sacramento State,Big Sky,1997,
DS-1900,Derek,Sherrod,D.Sherrod,OL,,77,321,1989,5.18,23,28,97,4.63,7.43,32,Mississippi State,Southeastern (SEC),2011,GB
DS-2000,Darrell,Shropshire,D.Shropshire,DL,,74,301,1983,4.87,25,34,116,4.34,7.55,241,South Carolina,Southeastern (SEC),2005,
DS-2100,Dainon,Sidney,D.Sidney,DB,,72,197,1975,,,,,,,77,Alabama-Birmingham,FBS Independents,1998,
DS-2150,David,Sims,D.Sims,DB,,69,204,1986,4.5,26,37.5,123,4.28,6.94,0,Iowa State,Big 12,2011,
DS-2170,Dion,Sims,D.Sims,TE,WR,77,262,1991,4.68,22,35,112,4.52,7.16,106,Michigan State,Big Ten,2013,MIA
DS-2200,Dan,Skuta,D.Skuta,LB,,74,251,1986,4.68,20,35,117,4.42,7.05,0,Grand Valley State,,2009,SF
DS-2250,Darius,Slay,D.Slay,DB,,72,192,1991,4.31,14,35.5,124,4.21,6.9,36,Mississippi State,Southeastern (SEC),2013,DET
DS-2300,David,Sloan,D.Sloan,TE,,78,260,1972,,,,,,,70,New Mexico,Western Athletic,1995,
DS-2400,D.J.,Smith,D.Smith,LB,,71,239,1989,4.75,20,31,104,4.45,7.35,186,Appalachian State,Southern,2011,SD
DS-2500,D'Anthony,Smith,D.Smith,DL,,74,298,1988,5.02,28,35.5,113,4.58,7.42,0,Louisiana Tech,Western Athletic,2011,SEA
DS-2600,Darrin,Smith,D.Smith,LB,DL,73,236,1970,,,,,,,54,Miami (FL),Big East,1993,
DS-2700,Daryl,Smith,D.Smith,LB,,74,249,1982,4.67,24,,,,,39,Georgia Tech,Atlantic Coast (ACC),2004,BAL
DS-2800,DeAngelo,Smith,D.Smith,DB,,71,191,1986,4.5,17,31.5,109,4.35,7.27,143,Cincinnati,Big East,2009,
DS-2900,Derek,Smith,D.Smith,LB,,74,245,1975,,,,,,,80,Arizona State,Pacific 10,1997,
DS-3000,Detron,Smith,D.Smith,RB,,70,229,1974,,,,,,,65,Texas A&M,Southwest,1996,
DS-3025,Devin,Smith,D.Smith,DB,,70,187,1990,4.5,17,35.5,123,3.99,6.6,0,Wisconsin,Big Ten,2013,PIT
DS-3050,Drew,Smith,D.Smith,RB,,74,225,1990,4.68,14,31.5,113,4.43,7.18,0,Albany,,2013,BUF
DS-3100,Dwight,Smith,D.Smith,DB,LB,70,201,1978,4.51,15,33.5,114,,,84,Akron,Mid-American (MAC),2001,
DS-3150,David,Snow,D.Snow,OL,,76,305,1989,5.28,23,26,100,4.82,8.31,0,Texas,Big 12,2012,
DS-3200,Donnie,Spragan,D.Spragan,LB,,75,239,1976,4.95,20,33,113,4.4,7.88,0,Stanford,Pacific 10,2002,
DS-3300,Darren,Sproles,D.Sproles,RB,,66,185,1983,4.47,23,33,105,3.96,6.96,130,Kansas State,Big 12,2005,NO
DS-3350,Damion,Square,D.Square,DL,,74,293,1989,5.25,,,,4.87,7.99,0,Alabama,Southeastern (SEC),2013,PHI
DS-3400,Dave,Stachelski,D.Stachelski,TE,,75,250,1977,4.78,24,38,115,4.14,6.84,141,Boise State,Big West,2000,
DS-3450,Daimion,Stafford,D.Stafford,DB,,72,221,1991,4.56,21,33.5,117,4.26,7.06,248,Nebraska,Big Ten,2013,TEN
DS-3500,Duce,Staley,D.Staley,RB,,71,242,1975,,,,,,,71,South Carolina,Southeastern (SEC),1997,
DS-3600,Donte',Stallworth,D.Stallworth,WR,,72,197,1980,4.48,,,,,,13,Tennessee,Southeastern (SEC),2002,
DS-3700,Derek,Stanley,D.Stanley,WR,,72,173,1985,4.36,,,,,,249,Wisconsin-Whitewater,,2007,
DS-3800,Drew,Stanton,D.Stanton,QB,,75,230,1984,4.75,,30.5,108,4.41,6.77,43,Michigan State,Big Ten,2008,ARI
DS-3900,Darnell,Stapleton,D.Stapleton,OL,,75,285,1985,,,,,,,0,Rutgers,Big East,2008,
DS-4000,Duane,Starks,D.Starks,DB,,70,170,1974,,,,,,,10,Miami (FL),Big East,1998,
DS-4050,Donald,Stephenson,D.Stephenson,OL,TE,77,307,1988,4.94,19,35.5,114,4.78,7.52,74,Oklahoma,Big 12,2012,KC
DS-4100,Dominique,Stevenson,D.Stevenson,LB,,72,235,1977,4.64,,32.5,,,,260,Tennessee,Southeastern (SEC),2002,
DS-4200,Daleroy,Stewart,D.Stewart,DL,,76,327,1978,4.9,,33,110,4.72,7.75,171,Southern Mississippi,Conference USA (C-USA),2003,
DS-4300,Darian,Stewart,D.Stewart,DB,,71,216,1988,4.53,12,37,122,4.32,,0,South Carolina,Southeastern (SEC),2010,STL
