PID,PUNTER,PGRO,PNET,PTB,PR,PRY,PFC
8655,JM-4700,45,45,N,XX-0000,0,N
8671,CH-2900,42,42,N,CH-2100,0,Y
8679,JM-4700,42,25,N,DM-0500,17,N
8734,DB-1500,57,49,N,CR-1500,8,N
8739,JF-0800,27,27,N,XX-0000,0,N
8744,DB-1500,28,28,N,CR-1500,0,Y
8751,JF-0800,50,43,N,NJ-0200,7,N
8755,DB-1500,35,35,N,CR-1500,0,N
8785,DB-1500,52,31,N,CR-1500,21,N
8789,JF-0800,55,53,N,NJ-0200,2,N
8807,DB-1500,42,37,N,CR-1500,5,N
8813,JF-0800,41,41,N,XX-0000,0,N
8822,DB-1500,56,46,N,CR-1500,10,N
8826,JF-0800,51,51,N,NJ-0200,0,N
8859,TT-1700,54,40,N,KW-1100,14,N
8864,MR-2100,50,40,N,DW-0800,10,N
8868,TT-1700,33,33,N,XX-0000,0,N
8905,TT-1700,54,34,Y,XX-0000,0,N
8911,MR-2100,43,9,N,DW-0800,34,N
8934,MR-2100,52,44,N,DW-0800,8,N
8938,TT-1700,45,46,N,KW-1100,-1,N
8944,TT-1700,44,24,Y,XX-0000,0,N
8952,MR-2100,57,40,N,DW-0800,17,N
8962,TT-1700,56,41,N,KW-1100,15,N
8970,MR-2100,46,46,N,DW-0800,0,Y
8980,MR-2100,52,32,Y,XX-0000,0,N
8984,TT-1700,64,52,N,KW-1100,12,N
8990,MR-2100,49,39,N,DW-0800,10,N
9018,BM-0700,42,31,N,DS-0400,11,N
9022,TB-0600,32,32,N,XX-0000,0,N
9030,BM-0700,32,32,N,XX-0000,0,N
9038,TB-0600,42,36,N,TB-0400,6,N
9046,BM-0700,28,28,N,XX-0000,0,N
9063,BM-0700,57,53,N,DS-0400,4,N
9074,BM-0700,48,48,N,DS-0400,0,N
9081,TB-0600,35,15,Y,XX-0000,0,N
9089,BM-0700,44,44,N,XX-0000,0,N
9105,BM-0700,36,36,N,XX-0000,0,N
9109,TB-0600,43,43,N,TB-0400,0,Y
9122,BM-0700,50,30,Y,XX-0000,0,N
9152,TB-0600,21,21,N,TB-0400,0,Y
9183,BB-0800,33,33,N,XX-0000,0,N
9193,BB-0800,58,46,N,TW-2100,12,N
9197,HS-0200,52,52,N,RS-2400,0,Y
9203,BB-0800,34,34,N,TW-2100,0,Y
9212,HS-0200,40,40,N,RS-2400,0,Y
9221,BB-0800,41,41,N,XX-0000,0,N
9227,HS-0200,59,43,N,RS-2400,16,N
9238,HS-0200,56,51,N,RS-2400,5,N
9249,BB-0800,49,43,N,TW-2100,6,N
9274,BB-0800,44,44,N,TW-2100,0,N
9291,BB-0800,53,51,N,TW-2100,2,N
9297,HS-0200,30,30,N,RS-2400,0,Y
9315,BB-0800,39,39,N,XX-0000,0,N
9327,BB-0800,38,38,N,XX-0000,0,N
9355,HS-0200,64,50,N,CW-0900,14,N
9376,HS-0200,21,21,N,XX-0000,0,N
9422,CM-2600,38,18,Y,XX-0000,0,N
9429,CM-2600,52,38,N,TW-2100,14,N
9433,HS-0200,54,34,Y,XX-0000,0,N
9447,CM-2600,34,14,Y,XX-0000,0,N
9465,CM-2600,42,42,N,XX-0000,0,N
9469,HS-0200,47,38,N,CW-0900,9,N
9478,CM-2600,27,27,N,TW-2100,0,Y
9488,HS-0200,51,31,Y,XX-0000,0,N
9510,MK-1100,27,27,N,XX-0000,0,N
9526,KW-0200,36,36,N,JT-3900,0,Y
9530,MK-1100,48,36,N,MB-1000,12,N
9551,MK-1100,52,48,N,MB-1000,4,N
9585,KW-0200,42,42,N,JT-3900,0,Y
9621,MK-1100,47,47,N,MB-1000,0,Y
9646,KW-0200,42,45,N,JT-3900,-3,N
9677,MT-2300,47,46,N,CY-0100,1,N
9718,DP-1700,16,16,N,XX-0000,0,N
9754,DP-1700,31,31,N,XX-0000,0,N
9770,DP-1700,36,36,N,XX-0000,0,N
9797,MT-2300,70,50,Y,XX-0000,0,N
9815,MT-2300,64,64,N,XX-0000,0,N
9819,DP-1700,42,42,N,XX-0000,0,N
9825,CG-0300,47,7,N,JL-1600,40,N
9829,KR-0700,41,41,N,DN-1400,0,Y
9834,CG-0300,44,35,N,JL-1600,9,N
9852,CG-0300,52,32,N,JL-1600,20,N
9880,CG-0300,60,55,N,DS-4000,5,N
9901,KR-0700,45,25,N,DN-1400,20,N
9941,KR-0700,42,30,N,DN-1400,12,N
9985,TR-0900,62,50,N,TB-3300,12,N
9996,TR-0900,45,39,N,TB-3300,6,N
10002,LJ-1000,43,43,N,XX-0000,0,N
10023,LJ-1000,56,50,N,DO-0200,6,N
10028,TR-0900,47,43,N,TB-3300,4,N
10033,LJ-1000,38,18,Y,XX-0000,0,N
10041,TR-0900,52,32,Y,XX-0000,0,N
10071,LJ-1000,49,37,N,DO-0200,12,N
10076,TR-0900,40,40,N,TB-3300,0,Y
10106,LJ-1000,56,56,N,XX-0000,0,N
10125,LJ-1000,30,30,N,XX-0000,0,N
10144,MB-2100,43,29,N,DH-4200,14,N
10164,JJ-2300,44,44,N,TW-0400,0,Y
10168,MB-2100,51,33,N,DH-4200,18,N
10173,JJ-2300,46,37,N,TW-0400,9,N
10182,MB-2100,37,17,Y,XX-0000,0,N
10193,JJ-2300,28,28,N,TW-0400,0,Y
10198,MB-2100,32,32,N,XX-0000,0,N
10210,MB-2100,49,16,N,DH-4200,33,N
10214,JJ-2300,55,42,N,TW-0400,13,N
10244,MB-2100,49,49,N,DH-4200,0,N
10250,JJ-2300,41,36,N,TW-0400,5,N
10332,JB-3500,46,46,N,XX-0000,0,N
10336,BB-1100,50,30,Y,XX-0000,0,N
10340,JB-3500,34,34,N,GM-1100,0,Y
10354,BB-1100,34,22,N,AR-1700,12,N
10358,JB-3500,36,36,N,GM-1100,0,Y
10362,BB-1100,40,40,N,XX-0000,0,N
10369,JB-3500,44,24,Y,XX-0000,0,N
10387,BB-1100,37,37,N,AR-1700,0,Y
10402,BB-1100,38,38,N,AR-1700,0,Y
10407,JB-3500,46,46,N,XX-0000,0,N
10430,BB-1100,43,43,N,XX-0000,0,N
10434,JB-3500,38,38,N,GM-1100,0,Y
10438,BB-1100,42,44,N,AR-1700,-2,N
10478,BB-1100,31,31,N,AR-1700,0,Y
10493,BB-0800,65,52,N,TE-0200,13,N
10499,JM-4700,-20,-20,N,XX-0000,0,N
10513,BB-0800,43,12,N,TE-0200,31,N
10537,BB-0800,50,30,Y,XX-0000,0,N
10581,JM-4700,45,36,N,RS-2400,9,N
10591,BB-0800,42,35,N,HP-0100,7,N
10634,JM-4700,57,37,Y,XX-0000,0,N
10661,SP-1400,39,39,N,XX-0000,0,N
10665,CS-3700,48,28,N,MC-1700,20,N
10686,SP-1400,48,45,N,KW-1500,3,N
10701,CS-3700,35,35,N,MC-1700,0,Y
10710,SP-1400,48,28,Y,XX-0000,0,N
10739,CS-3700,42,40,N,MC-1700,2,N
10744,SP-1400,40,40,N,KW-1500,0,Y
10771,CS-3700,34,27,N,MC-1700,7,N
10803,CS-3700,27,27,N,MC-1700,0,N
10816,CS-3700,41,38,N,MC-1700,3,N
10835,DB-1500,57,54,N,AH-0200,3,N
10924,DB-1500,52,23,N,AH-0200,29,N
10934,DB-1500,56,40,N,TH-2600,16,N
11003,BM-0700,64,44,Y,XX-0000,0,N
11007,CH-2900,46,40,N,TB-0400,6,N
11011,BM-0700,53,53,N,XX-0000,0,N
11036,BM-0700,52,32,Y,XX-0000,0,N
11069,BM-0700,57,55,N,DM-0500,2,N
11077,SM-2400,46,46,N,TB-0400,0,Y
11107,BM-0700,51,43,N,DM-0500,8,N
11111,CH-2900,42,30,N,TB-0400,12,N
11137,CH-2900,31,31,N,XX-0000,0,N
11156,TB-0600,46,46,N,XX-0000,0,N
11163,MR-2100,45,39,N,DS-0400,6,N
11168,TB-0600,39,39,N,KW-1100,0,Y
11186,TB-0600,48,37,N,KW-1100,11,N
11190,MR-2100,51,46,N,DS-0400,5,N
11198,TB-0600,45,45,N,KW-1100,0,Y
11205,MR-2100,48,43,N,DS-0400,5,N
11209,TB-0600,38,30,N,KW-1100,8,N
11216,MR-2100,47,42,N,DS-0400,5,N
11226,MR-2100,39,39,N,DS-0400,0,N
11234,TB-0600,38,18,Y,XX-0000,0,N
11241,MR-2100,40,40,N,DS-0400,0,Y
11256,MR-2100,51,44,N,DS-0400,7,N
11260,TB-0600,45,52,N,KW-1100,-7,N
11278,TB-0600,42,42,N,JG-3200,0,N
11282,MR-2100,42,42,N,DS-0400,0,Y
11287,TB-0600,47,27,Y,XX-0000,0,N
11322,TB-0600,52,51,N,JG-3200,1,N
11326,MR-2100,50,-7,N,DS-0400,57,N
11349,DS-4900,35,35,N,BM-3300,0,Y
11360,DS-4900,24,24,N,BM-3300,0,Y
11365,SL-0100,42,34,N,TD-2500,8,N
11383,DS-4900,47,37,N,BM-3300,10,N
11388,SL-0100,43,36,N,TD-2500,7,N
11392,DS-4900,40,40,N,BM-3300,0,Y
11415,DS-4900,44,39,N,BM-3300,5,N
11420,DS-4900,30,30,N,XX-0000,0,N
11436,DS-4900,37,37,N,BM-3300,0,Y
11440,SL-0100,53,-17,N,TD-2500,70,N
11455,DS-4900,39,39,N,BM-3300,0,Y
11536,TS-0500,40,34,N,CR-1500,6,N
11543,JF-0800,33,33,N,XX-0000,0,N
11574,TS-0500,66,46,Y,XX-0000,0,N
11582,JF-0800,31,31,N,DH-0600,0,Y
11587,TS-0500,31,31,N,KJ-1300,0,Y
11602,TS-0500,40,15,N,KJ-1300,25,N
11606,JF-0800,34,34,N,XX-0000,0,N
11616,JF-0800,52,47,N,DH-0600,5,N
11635,TS-0500,35,35,N,XX-0000,0,N
11641,JF-0800,40,18,N,DH-0600,22,N
11653,JF-0800,46,46,N,DH-0600,0,Y
11661,TS-0500,48,33,N,CR-1500,15,N
11670,SP-1400,45,36,N,DN-1400,9,N
11677,CG-0300,34,14,Y,XX-0000,0,N
11681,SP-1400,52,34,N,DN-1400,18,N
11712,CG-0300,39,34,N,MC-1700,5,N
11720,CG-0300,55,44,N,MC-1700,11,N
11749,CG-0300,34,34,N,MC-1700,0,Y
11764,CG-0300,42,42,N,MC-1700,0,N
11780,CG-0300,29,29,N,XX-0000,0,N
11789,SP-1400,46,46,N,DN-1400,0,N
11794,CG-0300,61,46,N,MC-1700,15,N
11826,BM-0700,33,33,N,XX-0000,0,N
11864,DS-4900,33,33,N,TB-0400,0,Y
11870,BM-0700,27,27,N,TD-2500,0,Y
11915,BM-0700,42,42,N,TD-2500,0,N
11920,DS-4900,36,36,N,TB-0400,0,Y
11924,BM-0700,45,47,N,TD-2500,-2,N
11928,DS-4900,45,45,N,XX-0000,0,N
11932,BM-0700,36,36,N,TD-2500,0,Y
11938,BM-0700,34,34,N,XX-0000,0,N
11947,DS-4900,42,36,N,TB-0400,6,N
11953,DS-4900,27,27,N,TB-0400,0,Y
11962,BM-0700,30,30,N,XX-0000,0,N
11982,JF-0800,36,26,N,IB-0300,10,N
11990,KW-0200,31,31,N,XX-0000,0,N
11996,JF-0800,47,47,N,MB-1000,0,N
12008,JF-0800,48,48,N,MB-1000,0,N
12028,JF-0800,49,44,N,MB-1000,5,N
12041,JF-0800,36,26,N,MB-1000,10,N
12052,JF-0800,28,28,N,IB-0300,0,Y
12066,KW-0200,40,40,N,XX-0000,0,N
12116,JF-0800,38,38,N,XX-0000,0,N
12142,TG-1500,28,28,N,XX-0000,0,N
12146,BB-1100,39,28,N,CM-3100,11,N
12158,TG-1500,21,21,N,XX-0000,0,N
12185,BB-1100,31,31,N,CM-3100,0,Y
12225,BB-1100,42,36,N,CM-3100,6,N
12231,TG-1500,44,41,N,GM-1100,3,N
12236,BB-1100,49,49,N,XX-0000,0,N
12241,TG-1500,47,22,N,GM-1100,25,N
12245,BB-1100,40,31,N,CM-3100,9,N
12289,TG-1500,31,26,N,GM-1100,5,N
12297,TG-1500,37,37,N,GM-1100,0,Y
12328,CH-2900,30,30,N,XX-0000,0,N
12332,DP-1700,47,30,N,DM-0500,17,N
12340,DP-1700,27,27,N,XX-0000,0,N
12346,CH-2900,45,25,Y,XX-0000,0,N
12382,CH-2900,44,44,N,CY-0100,0,Y
12393,DP-1700,46,40,N,DM-0500,6,N
12405,DP-1700,32,27,N,DM-0500,5,N
12419,DP-1700,35,24,N,DM-0500,11,N
12423,CH-2900,38,38,N,CY-0100,0,Y
12427,DP-1700,27,27,N,XX-0000,0,N
12444,DP-1700,46,32,N,DM-0500,14,N
12448,CH-2900,38,32,N,CY-0100,6,N
12479,JB-3500,38,33,N,DH-4200,5,N
12486,JB-3500,43,43,N,DH-4200,0,Y
12491,JJ-2300,50,59,N,AR-1700,-9,N
12509,JJ-2300,57,41,N,CL-0600,16,N
12513,JB-3500,9,9,N,XX-0000,0,N
12524,JB-3500,40,36,N,DH-4200,4,N
12537,JJ-2300,51,40,N,CL-0600,11,N
12554,JJ-2300,46,39,N,CL-0600,7,N
12595,JJ-2300,36,36,N,CL-0600,0,Y
12611,JJ-2300,44,28,N,CL-0600,16,N
12623,JJ-2300,39,39,N,CL-0600,0,Y
12647,CM-2600,35,35,N,XX-0000,0,N
12651,MT-2300,25,25,N,XX-0000,0,N
12662,MT-2300,40,40,N,XX-0000,0,N
12672,CM-2600,47,36,N,LS-0700,11,N
12685,CM-2600,46,36,N,LS-0700,10,N
12698,CM-2600,53,53,N,XX-0000,0,N
12709,CM-2600,33,23,N,JO-0400,10,N
12715,MT-2300,41,41,N,XX-0000,0,N
12737,CM-2600,42,42,N,LS-0700,0,Y
12741,MT-2300,38,38,N,CW-0900,0,Y
12753,MT-2300,50,50,N,XX-0000,0,N
12765,MT-2300,39,39,N,CW-0900,0,N
12783,MT-2300,31,31,N,CW-0900,0,Y
12804,HS-0200,30,30,N,TB-3300,0,Y
12814,LJ-1000,54,48,N,TW-2100,6,N
12822,HS-0200,34,34,N,XX-0000,0,N
12828,LJ-1000,43,43,N,XX-0000,0,N
12843,LJ-1000,43,43,N,TW-2100,0,N
12924,HS-0200,61,46,N,TB-3300,15,N
12928,LJ-1000,42,42,N,TW-2100,0,Y
12937,LJ-1000,36,16,Y,XX-0000,0,N
12946,LJ-1000,43,43,N,XX-0000,0,N
12965,JM-4700,43,37,N,DW-0800,6,N
12969,TT-1700,32,32,N,XX-0000,0,N
12976,JM-4700,25,25,N,DW-0800,0,Y
12980,TT-1700,42,31,N,HP-0100,11,N
12984,JM-4700,23,23,N,DW-0800,0,Y
13043,TT-1700,55,48,N,HP-0100,7,N
13051,JM-4700,36,36,N,XX-0000,0,N
13057,JM-4700,38,18,Y,XX-0000,0,N
13062,TT-1700,56,49,N,HP-0100,7,N
13110,SL-0100,47,46,N,DS-0400,1,N
13122,SL-0100,39,39,N,XX-0000,0,N
13129,TB-0600,36,36,N,BM-3300,0,Y
13133,SL-0100,49,27,N,DS-0400,22,N
13138,SL-0100,39,19,Y,XX-0000,0,N
13169,TB-0600,25,25,N,BM-3300,0,Y
13184,TB-0600,37,21,N,BM-3300,16,N
13194,TB-0600,42,42,N,BM-3300,0,Y
13201,SL-0100,50,41,N,DS-0400,9,N
13241,SL-0100,46,39,N,DS-0400,7,N
13247,TB-0600,35,15,Y,XX-0000,0,N
13254,SL-0100,43,35,N,DS-0400,8,N
13263,TB-0600,48,36,N,BM-3300,12,N
13273,TR-0900,54,44,N,NJ-0200,10,N
13291,DB-1500,57,49,N,DO-0200,8,N
13302,TR-0900,23,23,N,XX-0000,0,N
13306,DB-1500,37,37,N,DO-0200,0,Y
13314,TR-0900,28,28,N,XX-0000,0,N
13323,DB-1500,27,27,N,DO-0200,0,Y
13327,TR-0900,38,38,N,XX-0000,0,N
13339,TR-0900,33,33,N,NJ-0200,0,Y
13361,DB-1500,44,44,N,DO-0200,0,N
13369,DB-1500,46,26,Y,XX-0000,0,N
13375,TR-0900,31,33,N,NJ-0200,-2,N
13386,DB-1500,63,63,N,XX-0000,0,N
13390,TR-0900,46,44,N,NJ-0200,2,N
13395,DB-1500,34,34,N,DO-0200,0,Y
13409,TR-0900,30,30,N,NJ-0200,0,Y
13430,TR-0900,42,42,N,XX-0000,0,N
13434,DB-1500,66,2,N,DO-0200,64,N
13463,CS-3700,26,26,N,XX-0000,0,N
13469,SL-0400,66,46,Y,XX-0000,0,N
13473,CS-3700,26,26,N,XX-0000,0,N
13483,CS-3700,34,34,N,DG-1800,0,Y
13488,SL-0400,22,22,N,XX-0000,0,N
13495,CS-3700,-11,-11,N,XX-0000,0,N
13525,SL-0400,39,39,N,KW-1500,0,Y
13571,CS-3700,33,21,N,DG-1800,12,N
13623,SL-0400,47,27,Y,XX-0000,0,N
13654,KR-0700,50,43,N,RS-2400,7,N
13662,BB-0800,55,39,N,JL-1600,16,N
13674,KR-0700,37,27,N,RS-2400,10,N
13679,BB-0800,11,11,N,XX-0000,0,N
13691,KR-0700,37,17,Y,XX-0000,0,N
13712,KR-0700,37,37,N,RS-2400,0,N
13717,BB-0800,43,23,Y,XX-0000,0,N
13721,KR-0700,33,33,N,XX-0000,0,N
13730,KR-0700,50,37,N,RS-2400,13,N
13752,BB-0800,46,46,N,XX-0000,0,N
13762,KR-0700,41,41,N,RS-2400,0,N
13766,BB-0800,35,27,N,JL-1600,8,N
13790,KR-0700,40,40,N,XX-0000,0,N
13816,KR-0700,52,44,N,RS-2400,8,N
13837,MR-2100,53,50,N,TW-0400,3,N
13927,MB-2100,53,37,N,AH-1600,16,N
13944,MB-2100,51,41,N,AH-1600,10,N
14011,SP-1400,40,40,N,BM-3300,0,Y
14035,SP-1400,50,50,N,BM-3300,0,N
14079,SL-0100,52,32,Y,XX-0000,0,N
14092,SL-0100,41,43,N,MC-1700,-2,N
14113,SL-0100,48,38,N,MC-1700,10,N
14118,SP-1400,49,46,N,BM-3300,3,N
14150,CM-2600,32,32,N,NJ-0200,0,Y
14155,DB-1500,36,36,N,XX-0000,0,N
14159,CM-2600,37,17,Y,XX-0000,0,N
14178,CM-2600,47,35,N,NJ-0200,12,N
14200,CM-2600,50,42,N,NJ-0200,8,N
14205,DB-1500,44,44,N,CW-0900,0,Y
14216,DB-1500,48,48,N,XX-0000,0,N
14221,CM-2600,41,41,N,NJ-0200,0,Y
14240,CM-2600,47,39,N,NJ-0200,8,N
14249,CM-2600,51,45,N,NJ-0200,6,N
14256,DB-1500,34,34,N,XX-0000,0,N
14275,DB-1500,48,40,N,CW-0900,8,N
14283,CM-2600,40,30,N,NJ-0200,10,N
14289,DB-1500,47,47,N,XX-0000,0,N
14294,CM-2600,45,38,N,NJ-0200,7,N
14300,DB-1500,36,16,Y,XX-0000,0,N
14322,CM-2600,42,42,N,XX-0000,0,N
14349,CG-0300,49,49,N,XX-0000,0,N
14358,TR-0900,28,28,N,XX-0000,0,N
14362,CG-0300,48,38,N,DO-0200,10,N
14367,TR-0900,43,21,N,DN-1400,22,N
14388,CG-0300,56,46,N,DO-0200,10,N
14401,CG-0300,48,37,N,TB-3700,11,N
14449,CG-0300,44,44,N,DO-0200,0,Y
14464,CG-0300,41,41,N,XX-0000,0,N
14471,TR-0900,41,41,N,XX-0000,0,N
14493,CG-0300,37,37,N,XX-0000,0,N
14499,TR-0900,47,27,Y,XX-0000,0,N
14504,CG-0300,47,47,N,DO-0200,0,Y
14514,CS-3700,35,35,N,AR-1700,0,Y
14518,JB-3500,44,40,N,KW-1500,4,N
14522,CS-3700,21,21,N,XX-0000,0,N
14526,JB-3500,37,37,N,XX-0000,0,N
14539,CS-3700,37,17,Y,XX-0000,0,N
14551,CS-3700,43,23,Y,XX-0000,0,N
14556,JB-3500,40,40,N,KW-1500,0,Y
14562,CS-3700,32,32,N,AR-1700,0,Y
14569,JB-3500,34,34,N,KW-1500,0,Y
14628,JB-3500,37,34,N,KW-1500,3,N
14680,TS-0500,66,46,Y,XX-0000,0,N
14730,SL-0400,45,45,N,XX-0000,0,N
14769,TS-0500,57,40,N,DG-1800,17,N
14774,SL-0400,55,35,Y,XX-0000,0,N
14784,TS-0500,47,27,Y,XX-0000,0,N
14814,SL-0400,52,41,N,DH-0600,11,N
14821,TS-0500,34,34,N,DG-1800,0,Y
14872,TT-1700,61,41,Y,XX-0000,0,N
14876,LJ-1000,39,36,N,DW-0800,3,N
14882,LJ-1000,28,28,N,DW-0800,0,Y
14886,TT-1700,53,33,N,TB-3300,20,N
14928,TT-1700,35,35,N,TB-3300,0,Y
14933,LJ-1000,38,32,N,DW-0800,6,N
14950,LJ-1000,39,31,N,DW-0800,8,N
14956,TT-1700,32,24,N,TB-3300,8,N
14982,TT-1700,32,25,N,TB-3300,7,N
14994,LJ-1000,37,37,N,XX-0000,0,N
15000,TT-1700,39,19,Y,XX-0000,0,N
15015,KW-0200,34,22,N,CM-3100,12,N
15025,KW-0200,41,41,N,CM-3100,0,Y
15038,KW-0200,35,31,N,CM-3100,4,N
15055,KW-0200,37,37,N,XX-0000,0,N
15062,TG-1500,49,49,N,IU-0100,0,Y
15068,KW-0200,40,40,N,CM-3100,0,Y
15073,TG-1500,41,29,N,IU-0100,12,N
15102,TG-1500,29,29,N,XX-0000,0,N
15109,KW-0200,24,24,N,CM-3100,0,Y
15119,TG-1500,36,36,N,IU-0100,0,Y
15124,KW-0200,26,26,N,CM-3100,0,Y
15133,TG-1500,31,31,N,IU-0100,0,Y
15144,KW-0200,24,24,N,CM-3100,0,Y
15161,KW-0200,37,26,N,CM-3100,11,N
15185,BM-0700,27,27,N,WM-0400,0,Y
15204,BM-0700,14,14,N,XX-0000,0,N
15222,BM-0700,52,32,Y,XX-0000,0,N
15237,MK-1100,43,32,N,TB-0400,11,N
15243,BM-0700,49,33,N,WM-0400,16,N
15294,BM-0700,53,41,N,WM-0400,12,N
15311,MK-1100,42,12,N,TB-0400,30,N
15316,BM-0700,39,19,Y,XX-0000,0,N
15322,MK-1100,45,39,N,TB-0400,6,N
15326,BM-0700,44,38,N,WM-0400,6,N
15356,DP-1700,44,24,Y,XX-0000,0,N
15368,JM-4700,40,40,N,XX-0000,0,N
15373,DP-1700,46,46,N,XX-0000,0,N
15377,JM-4700,32,32,N,CY-0100,0,Y
15388,JM-4700,57,57,N,CY-0100,0,N
15392,DP-1700,40,23,N,HP-0100,17,N
15396,JM-4700,19,19,N,XX-0000,0,N
15400,DP-1700,40,34,N,HP-0100,6,N
15404,JM-4700,56,53,N,CY-0100,3,N
15413,DP-1700,50,48,N,HP-0100,2,N
15418,JM-4700,58,33,N,CY-0100,25,N
15430,DP-1700,51,41,N,HP-0100,10,N
15434,JM-4700,56,46,N,PW-0400,10,N
15442,DP-1700,41,41,N,HP-0100,0,Y
15449,JM-4700,50,44,N,CY-0100,6,N
15453,DP-1700,35,35,N,HP-0100,0,Y
15459,JM-4700,59,63,N,CY-0100,-4,N
15471,DP-1700,48,44,N,HP-0100,4,N
15482,JM-4700,43,23,Y,XX-0000,0,N
15489,DP-1700,48,9,N,HP-0100,39,N
15493,JM-4700,30,30,N,XX-0000,0,N
15507,JM-4700,26,26,N,CY-0100,0,Y
15572,JF-0800,31,31,N,TW-2100,0,Y
15618,JF-0800,35,30,N,TW-2100,5,N
15634,JF-0800,40,40,N,XX-0000,0,N
15665,HS-0200,45,28,N,CR-1500,17,N
15694,JB-0600,34,34,N,WO-0200,0,Y
15700,DS-4900,42,42,N,XX-0000,0,N
15769,JB-0600,37,37,N,TD-2500,0,Y
15774,DS-4900,36,36,N,AH-0200,0,Y
15787,DS-4900,51,50,N,AH-0200,1,N
15799,DS-4900,44,44,N,AH-0200,0,Y
15813,DS-4900,40,40,N,XX-0000,0,N
15817,JB-0600,35,36,N,WO-0200,-1,N
15852,KR-0700,30,30,N,JT-2800,0,Y
15856,TB-0600,38,36,N,JL-1600,2,N
15861,KR-0700,30,30,N,XX-0000,0,N
15865,TB-0600,45,33,N,JL-1600,12,N
15869,KR-0700,47,43,N,JT-2800,4,N
15879,TB-0600,40,40,N,JL-1600,0,Y
15887,KR-0700,55,36,N,JT-2800,19,N
15948,KR-0700,40,20,Y,XX-0000,0,N
15965,KR-0700,40,40,N,JT-2800,0,Y
15969,TB-0600,45,45,N,XX-0000,0,N
15976,KR-0700,41,41,N,XX-0000,0,N
15993,MB-2100,36,36,N,XX-0000,0,N
16001,BB-1100,45,25,Y,XX-0000,0,N
16010,MB-2100,35,21,N,WH-0200,14,N
16023,MB-2100,31,31,N,WH-0200,0,Y
16030,BB-1100,29,29,N,TW-0400,0,Y
16035,MB-2100,55,56,N,GM-1100,-1,N
16053,BB-1100,41,16,N,TW-0400,25,N
16065,BB-1100,22,22,N,TW-0400,0,Y
16081,BB-1100,27,27,N,TW-0400,0,Y
16094,BB-1100,28,28,N,TW-0400,0,Y
16102,MB-2100,43,27,N,GM-1100,16,N
16128,BB-1100,50,43,N,TW-0400,7,N
16151,CH-2900,51,44,N,RS-2400,7,N
16155,BB-0800,43,34,N,DM-0500,9,N
16160,CH-2900,44,44,N,RS-2400,0,Y
16180,BB-0800,61,41,N,DM-0500,20,N
16196,BB-0800,27,27,N,XX-0000,0,N
16231,BB-0800,38,38,N,YT-0100,0,Y
16269,CH-2900,53,35,N,RS-2400,18,N
16273,BB-0800,54,45,N,YT-0100,9,N
16319,JJ-2300,54,39,N,AH-1600,15,N
16329,JJ-2300,44,38,N,AH-1600,6,N
16333,MR-2100,44,44,N,DH-4200,0,Y
16344,JJ-2300,-30,-30,N,XX-0000,0,N
16385,JJ-2300,38,18,Y,XX-0000,0,N
16398,MR-2100,45,45,N,DH-4200,0,Y
16403,JJ-2300,41,41,N,AH-1600,0,Y
16407,MR-2100,46,40,N,DH-4200,6,N
16434,JJ-2300,43,38,N,AH-1600,5,N
16497,DS-4900,38,38,N,XX-0000,0,N
16530,TG-1500,40,40,N,TD-2500,0,Y
16553,TG-1500,42,42,N,TD-2500,0,Y
16562,DS-4900,45,32,N,CM-3100,13,N
16572,DS-4900,60,60,N,XX-0000,0,N
16576,TG-1500,37,37,N,TD-2500,0,Y
16585,DS-4900,33,33,N,CM-3100,0,Y
16618,KR-0700,52,44,N,DM-0500,8,N
16639,CH-2900,55,44,N,JL-1600,11,N
16663,CH-2900,33,33,N,XX-0000,0,N
16673,KR-0700,26,26,N,DM-0500,0,Y
16677,CH-2900,62,53,N,JL-1600,9,N
16681,KR-0700,39,10,N,DM-0500,29,N
16698,CH-2900,50,50,N,XX-0000,0,N
16709,CH-2900,48,28,Y,XX-0000,0,N
16716,KR-0700,33,33,N,DM-0500,0,Y
16720,CH-2900,41,39,N,JL-1600,2,N
16736,KR-0700,34,34,N,XX-0000,0,N
16754,CH-2900,32,12,Y,XX-0000,0,N
16802,KW-0200,35,35,N,KW-1500,0,Y
16863,CS-3700,37,24,N,IU-0100,13,N
16894,KW-0200,49,49,N,XX-0000,0,N
16962,DP-1700,33,33,N,XX-0000,0,N
16969,TR-0900,38,38,N,CY-0100,0,Y
16988,TR-0900,31,31,N,XX-0000,0,N
17020,DP-1700,47,47,N,DO-0200,0,Y
17030,DP-1700,46,26,Y,XX-0000,0,N
17058,DP-1700,50,42,N,DO-0200,8,N
17070,DP-1700,57,55,N,DO-0200,2,N
17115,MK-1100,49,29,Y,XX-0000,0,N
17121,SP-1400,39,39,N,WM-0400,0,N
17125,MK-1100,34,34,N,XX-0000,0,N
17143,SP-1400,48,-11,N,WM-0400,59,N
17149,SP-1400,37,37,N,WM-0400,0,Y
17196,SP-1400,47,45,N,WM-0400,2,N
17221,SP-1400,44,37,N,WM-0400,7,N
17246,MK-1100,42,38,N,MC-1700,4,N
17317,HS-0200,33,33,N,TB-3300,0,Y
17376,HS-0200,37,37,N,TB-3300,0,Y
17383,LJ-1000,50,36,N,TW-2100,14,N
17400,LJ-1000,52,38,N,TW-2100,14,N
17457,TB-0600,52,32,Y,XX-0000,0,N
